0.25	3643.70	4515.60	9.37	26.92	42.06	2703.70	75.98	120.40	0.34	80.06	50.74	2632.60	25.36	49.38	3102.30	22.97	65.71	231.96	341.13	94.59	77.25	32.19	8.89	26.38	6.88	18.78	1.66	32.96	13.82	23.98	1.26	18.58	2.26	4.84	2.30	0.02	0.84	0.10	53.72	43.83	63.40	53.90	24.72	62.75	22.19	40.23	40.29	45.10	47.30	41.25	18.07
0.25	3675.90	4508.20	9.37	26.51	42.22	2705.40	74.83	120.39	0.34	80.14	50.09	2634.20	25.10	49.25	3102.50	23.20	65.73	230.38	341.40	94.64	77.53	32.19	8.89	26.38	6.88	18.78	1.66	32.96	13.82	23.98	1.26	18.58	2.26	4.84	2.30	0.02	0.84	0.10	53.72	43.83	62.85	53.99	24.63	62.24	22.01	40.02	38.35	44.79	47.44	41.11	17.50
0.25	3648.00	4539.00	9.27	27.01	42.61	2706.80	75.55	120.42	0.34	80.19	50.21	2635.40	24.78	50.27	3104.50	22.73	65.74	230.16	341.33	94.56	77.32	32.13	8.75	26.47	6.89	18.77	1.73	32.91	13.88	24.38	1.28	18.46	2.26	4.86	2.24	0.02	0.84	0.10	53.72	43.83	63.33	53.62	24.76	61.25	22.23	39.98	38.72	47.17	47.46	41.56	18.63
0.25	3668.30	4481.50	9.29	26.71	42.30	2705.50	75.44	120.41	0.34	80.15	49.44	2634.80	23.66	50.55	3103.40	21.99	65.74	229.64	341.60	94.58	77.38	32.13	8.75	26.47	6.89	18.77	1.73	32.91	13.88	24.38	1.28	18.46	2.26	4.86	2.24	0.02	0.84	0.10	53.72	43.83	62.98	54.31	24.56	61.41	22.10	40.20	36.44	47.80	47.50	41.31	20.38
0.26	3624.70	4457.60	9.38	26.91	42.23	2706.90	76.04	120.37	0.35	80.18	50.92	2635.90	24.97	50.41	3102.30	22.71	65.74	229.59	341.78	94.60	77.55	32.66	8.89	26.37	6.86	18.61	1.68	32.86	13.56	23.99	1.42	18.41	2.26	4.87	2.32	0.02	0.84	0.10	53.72	43.83	63.67	54.62	25.35	60.94	22.31	40.55	40.81	47.49	47.51	41.04	18.66
0.26	3639.60	4498.60	9.40	26.43	42.12	2704.70	74.86	120.42	0.34	80.06	50.02	2632.70	24.85	50.48	3101.80	22.91	65.76	229.50	341.19	94.58	77.21	32.66	8.89	26.37	6.86	18.61	1.68	32.86	13.56	23.99	1.42	18.41	2.26	4.87	2.32	0.01	0.82	0.09	53.67	42.97	63.42	54.13	25.21	59.55	21.87	40.98	38.16	47.64	47.52	41.53	18.21
0.20	3670.60	4509.70	9.29	26.91	42.65	2705.40	75.42	120.39	0.31	80.11	49.41	2633.80	26.72	50.10	3102.30	23.11	65.73	231.70	341.22	94.59	77.38	32.15	8.96	26.43	6.77	19.23	1.66	32.32	13.79	24.53	1.21	19.05	2.30	4.79	2.29	0.01	0.82	0.09	53.67	42.97	63.10	54.40	20.02	64.08	22.13	36.61	36.38	46.76	47.32	41.20	17.72
0.20	3628.30	4545.30	9.35	26.94	42.23	2703.90	74.92	120.38	0.31	80.05	51.41	2632.60	25.94	50.68	3102.00	22.99	65.72	230.58	341.50	94.65	77.02	32.15	8.96	26.43	6.77	19.23	1.66	32.32	13.79	24.53	1.21	19.05	2.30	4.79	2.29	0.01	0.82	0.09	53.67	42.97	63.82	53.98	20.03	61.04	22.23	36.66	42.24	48.11	47.42	40.79	18.02
0.25	3677.80	4479.50	9.28	26.85	42.21	2701.20	75.43	120.41	0.33	79.75	49.62	2629.30	25.29	48.67	3099.10	23.37	65.68	231.88	341.08	94.54	76.92	32.15	8.97	26.58	6.73	18.90	1.68	33.48	13.96	24.01	1.27	18.30	2.27	4.80	2.29	0.01	0.82	0.09	53.67	42.97	63.88	53.22	24.68	61.80	22.09	39.31	36.97	43.46	47.31	41.97	17.17
0.25	3708.30	4510.20	9.47	26.86	42.45	2703.70	74.56	120.40	0.33	80.03	49.30	2632.40	25.68	50.75	3099.70	22.65	65.61	231.45	341.46	94.61	77.66	32.15	8.97	26.58	6.73	18.90	1.68	33.48	13.96	24.01	1.27	18.30	2.27	4.80	2.29	0.01	0.82	0.09	53.67	42.97	63.36	52.85	24.54	60.91	22.42	39.58	36.04	48.28	47.35	40.74	18.83
0.25	3720.50	4458.10	9.35	27.08	42.30	2704.20	74.05	120.41	0.35	80.29	49.55	2633.90	23.57	50.11	3101.20	22.63	65.71	229.18	340.69	94.48	77.62	32.03	9.01	26.28	6.84	18.37	1.66	33.10	13.75	23.94	1.45	18.40	2.31	4.76	2.32	0.02	0.86	0.12	53.68	43.87	63.62	54.24	24.67	62.34	22.27	41.55	36.79	46.78	47.25	42.08	18.86
0.25	3722.30	4488.90	9.41	26.78	42.30	2703.70	74.99	120.43	0.35	80.37	49.79	2632.60	24.48	50.58	3102.40	21.24	65.75	228.60	340.46	94.34	77.59	32.03	9.01	26.28	6.84	18.37	1.66	33.10	13.75	23.94	1.45	18.40	2.31	4.76	2.32	0.02	0.86	0.12	53.68	43.87	63.59	53.87	24.70	61.20	22.22	41.97	37.47	47.87	47.17	42.00	22.15
0.26	3683.00	4528.90	9.35	27.23	42.51	2702.70	74.71	120.42	0.33	80.23	50.35	2631.40	25.36	50.64	3101.60	22.85	65.76	230.12	339.93	94.55	77.20	31.83	8.96	26.85	6.85	18.78	1.67	32.97	13.82	23.86	1.18	18.30	2.22	4.87	2.31	0.02	0.86	0.12	53.68	43.87	63.35	54.71	25.73	60.82	22.18	38.86	39.13	48.00	46.90	41.61	18.35
0.26	3696.90	4569.20	9.29	27.16	42.73	2701.50	75.85	120.37	0.33	80.18	49.80	2630.50	24.24	49.59	3101.10	22.44	65.79	227.78	340.75	94.45	77.31	31.83	8.96	26.85	6.85	18.78	1.67	32.97	13.82	23.86	1.18	18.30	2.22	4.87	2.31	0.02	0.86	0.12	53.68	43.87	63.11	54.23	25.88	60.36	21.78	38.88	37.52	45.59	46.97	40.67	19.33
0.29	3668.80	4490.10	9.32	26.94	42.37	2701.70	74.62	120.38	0.34	80.10	50.37	2630.80	25.74	50.56	3100.90	22.90	65.72	228.24	340.25	94.56	77.28	32.05	8.80	25.88	6.94	19.02	1.70	33.10	13.87	23.65	1.43	18.97	2.29	4.84	2.25	0.02	0.86	0.12	53.68	43.87	63.60	54.20	27.99	60.19	21.79	39.86	39.20	47.83	46.80	40.95	18.24
0.29	3674.60	4479.60	9.18	27.13	42.45	2699.70	75.24	120.38	0.34	79.97	49.71	2628.10	25.06	50.50	3098.30	22.69	65.69	227.09	340.52	94.58	76.93	32.05	8.80	25.88	6.94	19.02	1.70	33.10	13.87	23.65	1.43	18.97	2.29	4.84	2.25	0.04	0.85	0.11	53.36	43.29	63.50	54.32	28.02	62.33	21.93	39.85	37.24	47.68	47.65	41.28	18.79
0.27	3682.80	4496.40	9.30	26.99	42.22	2700.30	74.76	120.36	0.34	79.92	50.19	2628.40	26.92	50.75	3097.30	22.83	65.68	230.17	341.00	94.62	77.40	32.08	8.79	26.91	7.08	18.54	1.67	32.86	13.79	24.34	1.33	18.58	2.26	4.83	2.37	0.04	0.85	0.11	53.36	43.29	62.56	53.53	26.31	62.93	21.98	40.81	38.67	48.27	47.63	41.17	18.44
0.27	3617.50	4437.10	9.33	27.14	42.32	2702.50	74.93	120.40	0.34	80.24	49.39	2631.00	24.77	48.44	3100.40	22.57	65.69	231.23	340.67	94.64	77.81	32.08	8.79	26.91	7.08	18.54	1.67	32.86	13.79	24.34	1.33	18.58	2.26	4.83	2.37	0.04	0.85	0.11	53.36	43.29	63.68	54.24	26.07	60.84	22.02	40.34	36.30	42.92	47.79	41.13	19.01
0.27	3630.60	4537.70	9.35	27.03	42.56	2703.00	75.25	120.39	0.33	80.24	50.29	2631.80	25.10	49.02	3100.00	22.37	65.77	231.86	341.03	94.62	77.24	32.27	8.84	26.28	6.96	18.69	1.67	33.23	13.85	23.91	1.11	18.25	2.28	4.81	2.30	0.04	0.85	0.11	53.36	43.29	62.05	54.21	25.86	60.78	22.32	39.67	38.94	44.28	47.98	40.65	19.50
0.26	3630.10	4555.20	9.39	26.93	41.99	2703.70	75.81	120.38	0.33	80.17	50.53	2632.20	24.87	49.59	3100.30	22.95	65.82	230.10	341.51	94.74	77.12	32.27	8.84	26.28	6.96	18.69	1.67	33.23	13.85	23.91	1.11	18.25	2.28	4.81	2.30	0.04	0.85	0.11	53.36	43.29	62.06	54.00	26.09	62.90	22.35	39.20	39.67	45.59	48.38	40.80	18.15
0.25	3670.40	4508.00	9.40	26.54	42.34	2703.80	75.16	120.40	0.34	80.17	50.97	2632.70	23.23	49.45	3101.90	23.65	65.83	231.96	340.72	94.66	77.39	32.30	8.95	26.23	6.87	18.95	1.69	32.90	13.91	23.58	1.20	18.49	2.25	4.87	2.35	0.04	0.82	0.09	54.21	43.25	62.32	54.20	24.09	60.49	21.84	40.62	40.95	45.25	48.21	40.82	16.46
0.24	3642.30	4506.60	9.59	26.30	42.31	2703.50	74.95	120.40	0.34	80.07	50.15	2631.80	26.46	50.81	3100.80	23.45	65.81	233.01	341.09	94.81	77.09	32.30	8.95	26.23	6.87	18.95	1.69	32.90	13.91	23.58	1.20	18.49	2.25	4.87	2.35	0.04	0.82	0.09	54.21	43.25	62.80	54.22	24.62	59.24	22.05	40.15	38.55	48.41	48.25	41.02	16.95
